codigo_municipio,exercicio_orcamento,codigo_orgao,codigo_unidade,codigo_funcao,codigo_subfuncao,codigo_programa,codigo_projeto_atividade,numero_projeto_atividade,numero_subprojeto_atividade,codigo_tipo_orcamento,nome_projeto_atividade,descricao_projeto_atividade,valor_total_fixado_projeto_atividade
48,201900,7,7,8,244,137,2,120,0,S,MANUTENCAO DAS ATIVIDADES DE OUTROS PROGRAMAS / CONVENIOS VINCULADOS A ASSISTENCIA SOCIAL,MANUTENCAO DAS ATIVIDADES DE OUTROS PROGRAMAS / CONVENIOS VINCULADOS A ASSISTENCIA SOCIAL,188000.0
48,201900,7,7,8,244,426,2,31,0,S,MANUTENCAO DO PROJETO ESTACAO DIGITAL,MANUTENCAO DO PROJETO ESTACAO DIGITAL,69000.0
48,201900,8,8,12,361,231,1,5,0,F,CONSTRUCAO\REFORMA\AMPLIACAO DE UNIDADES ESCOLARES - ENSINO FUNDAMENTAL,CONSTRUCAO\REFORMA\AMPLIACAO DE UNIDADES ESCOLARES - ENSINO FUNDAMENTAL,865000.0
48,201900,8,8,12,361,231,2,32,0,F,MANUTENCAO DO TRANSPORTE ESCOLAR,MANUTENCAO DO TRANSPORTE ESCOLAR,800000.0
48,201900,8,8,12,361,231,2,118,0,F,MANUTENCAO DAS ATIVIDADES DE OUTROS PROGRAMAS / CONVENIOS VINCULADOS A EDUCACAO,MANUTENCAO DAS ATIVIDADES DE OUTROS PROGRAMAS / CONVENIOS VINCULADOS A EDUCACAO,310000.0
48,201900,8,8,12,362,241,2,33,0,F,MANUTENCAO DO TRANSPORTE ESCOLAR - ENSINO MEDIO,MANUTENCAO DO TRANSPORTE ESCOLAR - ENSINO MEDIO,900000.0
48,201900,8,8,12,365,271,1,6,0,F,CONSTRUCAO\REFORMA\AMPLIACAO DE UNIDADES ESCOLARES - ENSINO INFANTIL,CONSTRUCAO\REFORMA\AMPLIACAO DE UNIDADES ESCOLARES - ENSINO INFANTIL,500000.0
48,201900,8,8,12,366,281,2,78,0,F,PROGRAMA BRASIL ALFABETIZADO,PROGRAMA BRASIL ALFABETIZADO,150000.0
48,201900,8,8,12,368,37,2,34,0,F,MANUTENCAO DAS ATIVIDADES GERAIS DO FUNDO MUNICIPAL DE EDUCACAO,MANUTENCAO DAS ATIVIDADES GERAIS DO FUNDO MUNICIPAL DE EDUCACAO,2075000.0
48,201900,8,8,12,368,196,2,35,0,F,PROGRAMA NACIONAL DE ALIMENTACAO ESCOLAR - PNAE,PROGRAMA NACIONAL DE ALIMENTACAO ESCOLAR - PNAE,1400000.0
48,201900,8,8,27,812,616,1,11,0,F,CONSTRUCAO\REFORMA\AMPLIACAO DE UNIDADES ESPORTIVAS,CONSTRUCAO\REFORMA\AMPLIACAO DE UNIDADES ESPORTIVAS,100000.0
48,201900,9,9,4,122,37,2,124,0,F,MANUTENCAO DAS ATIVIDADES GERAIS DO FUNDO MUNICIPAL DE SAUDE,MANUTENCAO DAS ATIVIDADES GERAIS DO FUNDO MUNICIPAL DE SAUDE,474000.0
48,201900,9,9,10,122,37,2,102,0,S,MANUTENCAO DAS ATIVIDADES DO CONSELHO MUNICIPAL DE SAUDE,MANUTENCAO DAS ATIVIDADES DO CONSELHO MUNICIPAL DE SAUDE,40000.0
48,201900,9,9,10,301,171,2,37,0,S,TRANSFERENCIA DE RECURSOS PARA SOCIEDADE BENEFICENTE SAO CAMILO - REC PROPRIOS,TRANSFERENCIA DE RECURSOS PARA SOCIEDADE BENEFICENTE SAO CAMILO - REC PROPRIOS,9000000.0
48,201900,9,9,10,301,171,2,38,0,S,FUNCIONAMENTO DO PROGRAMA DE SAUDE DA ATENCAO BASICA - PROG. SAUDE DA FAMILIA,FUNCIONAMENTO DO PROGRAMA DE SAUDE DA ATENCAO BASICA - PROG. SAUDE DA FAMILIA,9350000.0
48,201900,9,9,10,301,171,2,39,0,S,MANUTENCAO DAS ATIVIDADES DE ATENCAO BASICA - PROG. AGENTES COMUNIT DE SAUDE,MANUTENCAO DAS ATIVIDADES DE ATENCAO BASICA - PROG. AGENTES COMUNIT DE SAUDE,1140000.0
48,201900,9,9,10,301,171,2,40,0,S,MANUTENCAO DO CENTRO DE ATENCAO PSICOSOCIAL,MANUTENCAO DO CENTRO DE ATENCAO PSICOSOCIAL,570000.0
48,201900,9,9,10,301,171,2,41,0,S,CONSORCIO PUBLICOS DE SAUDE DA MICROREGIAO DE CRATEUS,CONSORCIO PUBLICOS DE SAUDE DA MICROREGIAO DE CRATEUS,1200000.0
48,201900,9,9,10,301,171,2,42,0,S,PROGRAMA DE ATENCAO BASICA - SAUDE BUCAL,PROGRAMA DE ATENCAO BASICA - SAUDE BUCAL,151000.0
48,201900,9,9,10,301,171,2,43,0,S,ATENCAO BASICA - NUCLEO DE APOIO A SAUDE DA FAMILIA,ATENCAO BASICA - NUCLEO DE APOIO A SAUDE DA FAMILIA,1040000.0
48,201900,9,9,10,301,171,2,103,0,S,ATENCAO BASICA - ACADEMIA DA SAUDE,ATENCAO BASICA - ACADEMIA DA SAUDE,40000.0
48,201900,9,9,10,301,171,2,119,0,S,MANUTENCAO DAS ATIVIDADES DE OUTROS PROGRAMAS / CONVENIOS VINCULADOS A SAUDE,MANUTENCAO DAS ATIVIDADES DE OUTROS PROGRAMAS / CONVENIOS VINCULADOS A SAUDE,155000.0
48,201900,9,9,10,302,176,1,7,0,S,CONSTRUCAO\REFORMA\AMPLIACAO DE UNIDADES DE SAUDE,CONSTRUCAO\REFORMA\AMPLIACAO DE UNIDADES DE SAUDE,2000000.0
48,201900,9,9,10,302,176,2,44,0,S,MAC-FAEC- REALIZACAO DE CIRURGIAS ELETIVAS,MAC-FAEC- REALIZACAO DE CIRURGIAS ELETIVAS,650000.0
48,201900,9,9,10,302,176,2,45,0,S,MANUT DAS ATIVIDADES AMBULATORIAL E HOSPITALAR MEDIA E ALTA COMPLEXIDADE,MANUT DAS ATIVIDADES AMBULATORIAL E HOSPITALAR MEDIA E ALTA COMPLEXIDADE,7170000.0
48,201900,9,9,10,302,176,2,47,0,S,TRANSF. DE RECURSOS PARA A SOCIEDADE SAO CAMILO - RECURSOS MAC,TRANSF. DE RECURSOS PARA A SOCIEDADE SAO CAMILO - RECURSOS MAC,14000000.0
48,201900,9,9,10,302,176,2,48,0,S,MAC - HOSPITALAR - MANUTENCAO DA UPA,MAC - HOSPITALAR - MANUTENCAO DA UPA,150000.0
48,201900,9,9,10,302,176,2,49,0,S,MAC - CEO - CENTRO DE ESPECIALIDADES ODONTOLOGICAS,MAC - CEO - CENTRO DE ESPECIALIDADES ODONTOLOGICAS,360000.0
48,201900,9,9,10,303,181,2,50,0,S,MANUTENCAO DAS ATIVIDADES DE ASSISTENCIA FARMACEUTICAS,MANUTENCAO DAS ATIVIDADES DE ASSISTENCIA FARMACEUTICAS,455000.0
48,201900,9,9,10,304,186,2,51,0,S,MANUTENCAO DAS ATIVIDADES DE VIGILANCIA SANITARIA,MANUTENCAO DAS ATIVIDADES DE VIGILANCIA SANITARIA,175000.0
48,201900,9,9,10,305,171,2,52,0,S,MANUTENCAO DAS ATIVIDADES DE VIGILANCIA EM SAUDE/ENDEMIAS,MANUTENCAO DAS ATIVIDADES DE VIGILANCIA EM SAUDE/ENDEMIAS,1752000.0
48,201900,10,10,4,122,37,2,53,0,F,MANUTENCAO DAS ATIVIDADES GERAIS DA SECRETARIA DE INFRAESTRUTURA,MANUTENCAO DAS ATIVIDADES GERAIS DA SECRETARIA DE INFRAESTRUTURA,6155000.0
48,201900,10,10,4,122,37,2,54,0,F,MANUTENCAO DAS ATIVIDADES GERAIS GUARDA CIVIL MUNICIPAL,MANUTENCAO DAS ATIVIDADES GERAIS GUARDA CIVIL MUNICIPAL,4590000.0
48,201900,10,10,15,451,332,1,8,0,F,CONSTRUCAO\REFORMA\AMPLIACAO DE OBRAS E SERVICOS DE INFRA ESTRUTURA DE AREAS URBANAS,CONSTRUCAO\REFORMA\AMPLIACAO DE OBRAS E SERVICOS DE INFRA ESTRUTURA DE AREAS URBANAS,350000.0
48,201900,10,10,15,451,332,1,9,0,F,CONSTRUCAO\REFORMA\AMPLIACAO DE PARQUES  PRACAS E JARDINS,CONSTRUCAO\REFORMA\AMPLIACAO DE PARQUES  PRACAS E JARDINS,150000.0
48,201900,10,10,15,451,332,1,10,0,F,CONSTRUCAO\PAVIMENTACAO\RECUPERACAO DE VIAS RURAIS,CONSTRUCAO\PAVIMENTACAO\RECUPERACAO DE VIAS RURAIS,750000.0
48,201900,10,10,15,451,332,1,12,0,F,IMPLANTACAO DE UMA USINA DE ASFALTO EM CRATEUS,IMPLANTACAO DE UMA USINA DE ASFALTO EM CRATEUS,400000.0
48,201900,10,10,15,451,340,1,52,0,F,CONSTRUCAO\REFORMA\AMPLIACAO DE CEMITERIOS PUBLICOS,CONSTRUCAO\REFORMA\AMPLIACAO DE CEMITERIOS PUBLICOS,150000.0
48,201900,10,10,15,452,347,1,14,0,F,CONSTRUCAO\REFORMA\AMPLIACAO DO TERMINAL RODOVIARIO,CONSTRUCAO\REFORMA\AMPLIACAO DO TERMINAL RODOVIARIO,150000.0
48,201900,10,10,16,482,351,1,15,0,F,PROGRAMA MORAR MELHOR,PROGRAMA MORAR MELHOR,100000.0
48,201900,10,10,17,511,371,1,16,0,F,CONSTRUCAO\REFORMA\AMPLIACAO DE CISTERNAS PARA A POPULACAO DE BAIXA RENDA,CONSTRUCAO\REFORMA\AMPLIACAO DE CISTERNAS PARA A POPULACAO DE BAIXA RENDA,250000.0
48,201900,10,10,17,511,371,1,17,0,F,CONSTRUCAO\REFORMA\AMPLIACAO DE ABASTECIMENTO DE AGUA NO MUNICIPIO,CONSTRUCAO\REFORMA\AMPLIACAO DE ABASTECIMENTO DE AGUA NO MUNICIPIO,300000.0
48,201900,10,10,17,512,340,2,55,0,F,COLETA E GERENCIAMENTO DE RESIDUOS SOLIDOS,COLETA E GERENCIAMENTO DE RESIDUOS SOLIDOS,4090000.0
48,201900,10,10,17,512,377,1,18,0,F,CONSTRUCAO\REFORMA\AMPLIACAO DO SISTEMA DE ESGOTAMENTO SANITARIO,CONSTRUCAO\REFORMA\AMPLIACAO DO SISTEMA DE ESGOTAMENTO SANITARIO,400000.0
48,201900,10,10,17,512,377,1,20,0,F,CONSTRUCAO\REFORMA\AMPLIACAO DO ATERRO SANITARIO,CONSTRUCAO\REFORMA\AMPLIACAO DO ATERRO SANITARIO,100000.0
48,201900,10,10,17,512,412,1,22,0,F,CONSTRUCAO\REFORMA\AMPLIACAO DE INFRAESTRUTURA DE SANEAMENTO BASICO,CONSTRUCAO\REFORMA\AMPLIACAO DE INFRAESTRUTURA DE SANEAMENTO BASICO,300000.0
48,201900,10,10,18,544,412,1,53,0,F,CONSTRUCAO DE ACUDES  BARREIROS  BARRAGENS  E POCOS,CONSTRUCAO DE ACUDES   BARREIROS  BARRAGENS  E POCOS,300000.0
48,201900,10,10,25,752,566,2,46,0,F,MANUTENCAO E GESTAO DA REDE DE ILUMINACAO PUBLICA,MANUTENCAO E GESTAO DA REDE DE ILUMINACAO PUBLICA,850000.0
48,201900,10,10,26,782,332,1,51,0,F,CONSTRUCAO\PAVIMENTACAO\RECUPERACAO DE VIAS URBANAS,CONSTRUCAO\PAVIMENTACAO\RECUPERACAO DE VIAS URBANAS,1000000.0
48,201900,10,10,26,782,586,1,13,0,F,CONSTRUCAO\REFORMA\AMPLIACAO DE PASSAGENS MOLHADA PUBLICAS,CONSTRUCAO\REFORMA\AMPLIACAO DE PASSAGENS MOLHADA PUBLICAS,300000.0
48,201900,10,10,27,813,616,1,26,0,F,IMPLANTACAO DO CENTRO DE INICIACAO AO ESPORTE,IMPLANTACAO DO CENTRO DE INICIACAO AO ESPORTE,450000.0
48,201900,11,11,20,122,37,2,56,0,F,MANUTENCAO DAS ATIVIDADES GERAIS DA SEC. NEGOCIOS RURAIS,MANUTENCAO DAS ATIVIDADES GERAIS DA SEC. NEGOCIOS RURAIS,1100000.0
48,201900,11,11,20,605,467,1,28,0,F,CONSTRUCAO\REFORMA\AMPLIACAO DE  MATADOURO PUBLICO  MERCADO MUNICIPAL E CENTRO DE ABASTECIMENTO,CONSTRUCAO\REFORMA\AMPLIACAO DE  MATADOURO PUBLICO  MERCADO MUNICIPAL E CENTRO DE ABASTECIMENTO,100000.0
48,201900,11,11,20,605,467,1,29,0,F,CONSTRUCAO\REFORMA\AMPLIACAO DO CENTRO APICOLA JOAO JUCA MELO,CONSTRUCAO\REFORMA\AMPLIACAO DO CENTRO APICOLA JOAO JUCA MELO,90000.0
48,201900,11,11,20,609,317,2,113,0,F,FORTALECIMENTO DA CADEIA PRODUTIVA - BOVINOCULTURA E SUPORTE FORRAGEIRO,FORTALECIMENTO DA CADEIA PRODUTIVA - BOVINOCULTURA E SUPORTE FORRAGEIRO,85000.0
48,201900,11,11,20,609,439,2,114,0,F,APOIO A FEIRAS E EVENTOS,APOIO A FEIRAS E EVENTOS,110000.0
48,201900,15,15,12,361,231,1,30,0,F,CONSTRUCAO\REFORMA\AMPLIACAO DO SISTEMA DE ABASTECIMENTO D AGUA EM UNIDADES ESCOLARES,CONSTRUCAO\REFORMA\AMPLIACAO DO SISTEMA DE ABASTECIMENTO D AGUA EM UNIDADES ESCOLARES,200000.0
48,201900,15,15,12,361,231,1,31,0,F,CONSTRUCAO\REFORMA\AMPLIACAO DE UNIDADES ESCOLARES,CONSTRUCAO\REFORMA\AMPLIACAO DE UNIDADES ESCOLARES,300000.0
48,201900,15,15,12,361,231,2,57,0,F,MANUTENCAO DAS ATIVIDADES DO ENSINO BASICO FUNDAMENTAL - FUNDEB 40%,MANUTENCAO DAS ATIVIDADES DO ENSINO BASICO FUNDAMENTAL - FUNDEB 40%,16770000.0
48,201900,15,15,12,361,231,2,58,0,F,MANUTENCAO DO ENSINO BASICO FUNDAMENTAL - FUNDEB 60%,MANUTENCAO DO ENSINO BASICO FUNDAMENTAL - FUNDEB 60%,25250000.0
48,201900,15,15,12,365,271,2,59,0,F,MANUTENCAO DO ENSINO BASICO INFANTIL - FUNDEB 60%,MANUTENCAO DO ENSINO BASICO INFANTIL - FUNDEB 60%,5820000.0
48,201900,15,15,12,365,271,2,63,0,F,MANUTENCAO DO ENSINO BASICO INFANTIL - FUNDEB 40%,MANUTENCAO DO ENSINO BASICO INFANTIL - FUNDEB 40%,960000.0
48,201900,15,15,12,366,281,2,60,0,F,EDUCACAO PARA JOVENS E ADULTOS - FUNDEB 60%,EDUCACAO PARA JOVENS E ADULTOS- FUNDEB 60%,350000.0
48,201900,15,15,12,366,281,2,65,0,F,EDUCACAO PARA JOVENS E ADULTOS - FUNDEB 40%,EDUCACAO PARA JOVENS E ADULTOS - FUNDEB 40%,210000.0
48,201900,16,16,4,122,37,2,61,0,F,MANUTENCAO DAS ATIVIDADES GERAIS DA SECRETARIA DE GOVERNO,MANUTENCAO DAS ATIVIDADES GERAIS DA SECRETARIA DE GOVERNO,305000.0
48,201900,16,16,4,122,37,2,98,0,F,MANUTENCAO DO PROGRAMA GESTAO EFICIENTE  PARTICIPACAO POPULAR E CONTROLE SOCIAL,MANUTENCAO DO PROGRAMA GESTAO EFICIENTE  PARTICIPACAO POPULAR E CONTROLE SOCIAL,15000.0
48,201900,20,20,18,122,37,2,66,0,F,MANUTENCAO DAS ATIVIDADES GERAIS DA SEC DE MEIO AMBIENTE,MANUTENCAO DAS ATIVIDADES GERAIS DA SEC DE MEIO AMBIENTE,1120000.0
48,201900,20,20,18,122,401,2,67,0,F,PROMOVER ACOES PARA PROTEGER O MEIO AMBIENTE  MANTENDO QUALIDADE DE VIDA,PROMOVER ACOES PARA PROTEGER O MEIO AMBIENTE  MANTENDO QUALIDADE DE VIDA,220000.0
48,201900,21,21,8,243,131,2,68,0,S,PROTECAO SOCIAL BASICA - FORTALECIMENTO DAS ENTIDADES,PROTECAO SOCIAL BASICA - FORTALECIMENTO DAS ENTIDADES,90000.0
48,201900,21,21,8,243,131,2,69,0,S,MANUT. DAS ATIVIDADES DO FUNDO MUN DOS DIREITOS DA CRIANCA E ADOLESCENTE,MANUT. DAS ATIVIDADES DO FUNDO MUN DOS DIREITOS DA CRIANCA E ADOLESCENTE,55000.0
48,201900,21,21,8,243,131,2,70,0,S,PROTECAO SOCIAL ESPECIAL - FORTALECIMENTO DAS ENTIDADES,PROTECAO SOCIAL ESPECIAL - FORTALECIMENTO DAS ENTIDADES,90000.0
48,201900,22,22,8,244,137,2,71,0,S,MANUTENCAO DAS ATIVIDADES DO FUNDO MUNICIPAL DOS DIREITOS DA MULHER,MANUTENCAO DAS ATIVIDADES DO FUNDO MUNICIPAL DOS DIREITOS DA MULHER,73000.0
48,201900,23,23,4,122,37,2,72,0,F,EXECUCAO DAS ATIVIDADES FINALISTICAS DO FUNDO MUN. DE HAB. INT. SOCIAL - FMHIS,EXECUCAO DAS ATIVIDADES FINALISTICAS DO FUNDO MUN. DE HAB. INT. SOCIAL - FMHIS,126000.0
48,201900,23,23,4,122,37,2,123,0,F,MANUTENCAO DAS ATIVIDADES DO FUNDO MUN. DE HABITACAO DE INTER. SOCIAL,MANUTENCAO DAS ATIVIDADES DO FUNDO MUN. DE HABITACAO DE INTER. SOCIAL,730000.0
48,201900,23,23,4,122,351,1,41,0,F,CONSTRUCAO\REFORMA\AMPLIACAO DE UNIDADES HABITACIONAIS POPULARES NA ZONA URBANA,CONSTRUCAO\REFORMA\AMPLIACAO DE UNIDADES HABITACIONAIS POPULARES NA ZONA URBANA,100000.0
48,201900,23,23,8,244,137,1,39,0,S,MELHORIAS DAS CONDICOES DE HABITABILIDADE DE ASSENTAMENTOS PRECARIOS,MELHORIAS DAS CONDICOES DE HABITABILIDADE DE ASSENTAMENTOS PRECARIOS,100000.0
48,201900,23,23,8,244,137,2,107,0,S,FORTALECIMENTO DE ACOES SOCIOEDUCATIVAS COM FAMILIAS BENEFICIADAS POR PROG. HABIT,FORTALECIMENTO DE ACOES SOCIOEDUCATIVAS COM FAMILIAS BENEFICIADAS POR PROG. HABIT,40000.0
48,201900,23,23,8,244,137,2,108,0,S,PROGRAMA ALUGUEL SOCIAL TEMPORARIO (LOC. DE IMOVEL/IS RESIDENCIAL/IS),PROGRAMA ALUGUEL SOCIAL TEMPORARIO (LOC. DE IMOVEL/IS RESIDENCIAL/IS),40000.0
48,201900,23,23,16,481,356,1,40,0,F,CONSTRUCAO\REFORMA\AMPLIACAO DE UNIDADES HABITACIONAIS POPULARES NA ZONA RURAL,CONSTRUCAO\REFORMA\AMPLIACAO DE UNIDADES HABITACIONAIS POPULARES NA ZONA RURAL,100000.0
48,201900,24,24,8,244,137,2,73,0,S,MANUTENCAO DAS ATIVIDADES DO FUNDO MUN. DE POL. PUB. S/DROGAS-FMPPSD,EXECUCAO DAS ATIVIDADES FINALISTICAS DO FUNDO MUN. DE POL. PUB. S/DROGAS-FMPPSD,113000.0
48,201900,24,24,8,244,137,2,104,0,S,MANUTENCAO DO NUCLEO INTERSETORIAL DE POLITICAS SOBRE DROGAS,MANUTENCAO DO NUCLEO INTERSETORIAL DE POLITICAS SOBRE DROGAS,55000.0
48,201900,24,24,8,244,137,2,105,0,S,MANUTENCAO DO OBSERVATORIO DE INFORMACOES E POLITICAS SOBRE DROGAS,MANUTENCAO DO OBSERVATORIO DE INFORMACOES E POLITICAS SOBRE DROGAS,50000.0
48,201900,26,26,23,691,491,2,74,0,F,MANUTENCAO DAS ATIVIDADES GERAIS DA SECRETARIA MUNICIPAL DE DESENVOLVIMENTO ECONOMICO  TURISMO E EMPREENDEDORISMO,MANUTENCAO DAS ATIVIDADES GERAIS DA SECRETARIA MUNICIPAL DE DESENVOLVIMENTO ECONOMICO  TURISMO E EMPREENDEDORISMO,547000.0
48,201900,26,26,23,695,536,2,82,0,F,MANUTENCAO DAS ATIVIDADES DE OUTROS PROGRAMAS / CONVENIOS,MANUTENCAO DAS ATIVIDADES DE OUTROS PROGRAMAS / CONVENIOS,110000.0
48,201900,26,26,23,695,536,2,85,0,F,INCENTIVO AO TURISMO MUNICIPAL,INCENTIVO AO TURISMO MUNICIPAL,65000.0
48,201900,27,27,18,541,401,2,75,0,F,MANUTENCAO DAS ATIVIDADES DO FUNDO MUNICIPAL DO MEIO AMBIENTE,MANUTENCAO DAS ATIVIDADES DO FUNDO MUNICIPAL DO MEIO AMBIENTE,125000.0
48,201900,28,28,8,122,37,2,76,0,S,MANUTENCAO DAS ATIVIDADES GERAIS DA SEC MUN DE ASSISTENCIA SOCIAL,MANUTENCAO DAS ATIVIDADES GERAIS DA SEC MUN DE ASSISTENCIA SOCIAL,3430000.0
48,201900,28,28,8,244,137,2,77,0,S,MANUTENCAO DOS CONSELHOS VINCULADOS A ASSISTENCIA SOCIAL,MANUTENCAO DOS CONSELHOS VINCULADOS A ASSISTENCIA SOCIAL,125000.0
48,201900,29,29,4,182,107,2,79,0,F,MANUTENCAO DAS ATIVIDADES GERAIS DA SECRETARIA MUNICIPAL DE PROTECAO E DEFESA CIVIL,MANUTENCAO DAS ATIVIDADES GERAIS DA SECRETARIA MUNICIPAL DE PROTECAO E DEFESA CIVIL,650000.0
48,201900,29,29,17,544,412,1,27,0,F,CONSTRUCAO\REFORMA\AMPLIACAO DE INFRAESTRUTURA HIDRICA,CONSTRUCAO\REFORMA\AMPLIACAO DE INFRAESTRUTURA HIDRICA,300000.0
48,201900,30,30,4,124,42,2,80,0,F,MANUTENCAO DAS ATIVIDADES GERAIS DA CONTROLADORIA DO MUNICIPIO,MANUTENCAO DAS ATIVIDADES GERAIS DA CONTROLADORIA DO MUNICIPIO,490000.0
48,201900,31,31,4,122,37,2,81,0,F,MANUTENCAO DAS ATIVIDADES GERIAS DA SECRETARIA MUNICIPAL DE GESTAO ADMINISTRATIVA,MANUTENCAO DAS ATIVIDADES GERIAS DA SECRETARIA MUNICIPAL DE GESTAO ADMINISTRATIVA,2075000.0
48,201900,31,31,4,122,37,2,99,0,F,MANUTENCAO DAS ATIVIDADES  DA COORDENADORIA DE TECNOLOGIA DA INFORMACAO - TI,MANUTENCAO DAS ATIVIDADES  DA COORDENADORIA DE TECNOLOGIA DA INFORMACAO - TI,150000.0
48,201900,32,32,13,392,307,1,34,0,F,CONSTRUCAO\REFORMA\AMPLIACAO DA CENTRAL DE ARTESANATO,CONSTRUCAO\REFORMA\AMPLIACAO DA CENTRAL DE ARTESANATO,60000.0
48,201900,32,32,13,392,307,1,35,0,F,CONSTRUCAO\REFOMRA\AMPLIACAO DA SEDE DA ACADEMIA DE LETRAS DE CRATEUS,CONSTRUCAO\REFOMRA\AMPLIACAO DA SEDE DA ACADEMIA DE LETRAS DE CRATEUS,60000.0
48,201900,32,32,13,392,307,1,50,0,F,CONSTRUCAO\REFORMA\AMPLIACAO DE EQUIPAMENTOS CULTURAIS,CONSTRUCAO\REFORMA\AMPLIACAO DE EQUIPAMENTOS CULTURAIS,60000.0
48,201900,32,32,13,392,307,2,62,0,F,REALIZACAO DE EVENTOS/CARNAVAL/SEMANA DO MUNICIPIO/FESTAS NATALINAS E ANO NOVO,REALIZACAO DE EVENTOS/CARNAVAL/SEMANA DO MUNICIPIO/FESTAS NATALINAS E ANO NOVO,300000.0
48,201900,32,32,13,392,307,2,95,0,F,CRIACAO E MANUTENCAO DO ARQUIVO PUBLICO,CRIACAO E MANUTENCAO DO ARQUIVO PUBLICO,5000.0
48,201900,32,32,13,392,307,2,96,0,F,APOIO A BIBLIOTECA MUNICIPAL NORBERTO FERREIRA FILHO,APOIO A BIBLIOTECA MUNICIPAL NORBERTO FERREIRA FILHO,4000.0
48,201900,32,32,13,392,307,2,97,0,F,APOIO AO TEATRO ROSA MORAES,APOIO AO TEATRO ROSA MORAES,4000.0
48,201900,32,32,27,122,37,2,64,0,F,MANUTENCAO DAS ATIVIDADES GERAIS DA SECRETARIA DE CULTURA,MANUTENCAO DAS ATIVIDADES GERAIS DA SECRETARIA DE CULTURA,790000.0
48,201900,33,33,27,122,37,2,86,0,F,MANUTENCAO DAS ATIVIDADES GERAIS DA SEC DO DESPORTO E JUVENTUDE,MANUTENCAO DAS ATIVIDADES DA SEC DO DESPORTO E JUVENTUDE,565000.0
48,201900,33,33,27,122,37,2,100,0,F,MANUTENCAO E AMPLIACAO DO ESTADIO JUVENAL MELO,MANUTENCAO E AMPLIACAO DO ESTADIO JUVENAL MELO,45000.0
48,201900,33,33,27,122,37,2,101,0,F,MANUTENCAO E AMPLIACAO DO GINASIO DEMORI MELO,MANUTENCAO E AMPLIACAO DO ESTADIO JUVENAL MELO,35000.0
48,201900,33,33,27,812,616,1,36,0,F,CONSTRUCAO\REFORMA\AMPLIACAO DE UNIDADES ESPORTIVAS,CONSTRUCAO\REFORMA\AMPLIACAO DE UNIDADES ESPORTIVAS,550000.0
48,201900,33,33,27,812,616,2,84,0,F,INCENTIVO AO DESPORTO NO AMBITO DO MUNICIPIO,INCENTIVO AO DESPORTO NO AMBITO DO MUNICIPIO,230000.0
48,201900,33,33,27,813,616,1,38,0,F,IMPLANT. E MODERNIZACAO DE INFRAESTRUTURA PARA O ESPORTE RECREATIVO E LAZER,IMPLANT. E MODERNIZACAO DE INFRAESTRUTURA PARA O ESPORTE RECREATIVO E LAZER,200000.0
48,201900,34,34,4,123,37,2,87,0,F,MANUTENCAO DAS ATIVIDADES GERAIS DA SEC MUNICIPAL DE PLANEJAMENTO E GESTAO DAS FINANCAS,MANUTENCAO DAS ATIVIDADES GERAIS DA SEC MUNICIPAL DE PLANEJAMENTO E GESTAO DAS FINANCAS,5405000.0
48,201900,34,34,28,843,962,2,88,0,F,AMORTIZACAO DA DIVIDA INTERNA,AMORTIZACAO DA DIVIDA INTERNA,2607343.92
48,201900,34,34,99,999,999,9,1,0,F,RESERVA DE CONTINGENCIA,RESERVA DE CONTINGENCIA,2600716.08
48,201900,35,35,4,122,37,2,122,0,F,MANUTENCAO DAS ATIVIDADES GERAIS DO FUNDO MUNICIPAL DE CULTURA DE CRATEUS,MANUTENCAO DAS ATIVIDADES GERAIS DO FUNDO MUNICIPAL DE CULTURA DE CRATEUS,630000.0
48,201900,35,35,13,392,307,1,47,0,F,CONSTRUCAO\REFORMA\AMPLIACAO DO TEATRO ROSA MORAES,CONSTRUCAO\REFORMA\AMPLIACAO DO TEATRO ROSA MORAES,60000.0
48,201900,35,35,13,392,307,2,89,0,F,PROGRAMA DE INCENTIVOS AS ARTES DE CRATEUS,PROGRAMA DE INCENTIVOS AS ARTES DE CRATEUS,50000.0
48,201900,35,35,13,392,307,2,90,0,F,PROJETOS ARTE NA PRACA - NOS RUMOS DA CULTURA,PROJETOS ARTE NA PRACA - NOS RUMOS DA CULTURA,50000.0
48,201900,35,35,13,392,307,2,91,0,F,PROJETO FEIRA DE LIVROS,PROJETO FEIRA DE LIVROS,60000.0
48,201900,35,35,13,392,307,2,92,0,F,APOIO A BANDA DE MUSICA MUNICIPAL EXPEDITO PAIVA,APOIO A BANDA DE MUSICA MUNICIPAL EXPEDITO PAIVA,80000.0
48,201900,35,35,13,392,307,2,93,0,F,APOIO AS ACOES PATRIMONIAIS DO MUNICIPIO,APOIO AS ACOES PATRIMONIAIS DO MUNICIPIO,9000.0
48,201900,35,35,13,392,307,2,94,0,F,CINEMA ITINERANTE,CINEMA ITINERANTE,10000.0
48,201900,36,36,12,122,37,1,32,0,F,CONSTRUCAO/REFORMA/AMPLIACAO DE PREDIOS E EDIFICACOES PUBLICAS,CONSTRUCAO/REFORMA/AMPLIACAO DE PREDIOS E EDIFICACOES PUBLICAS,50000.0
48,201900,36,36,12,122,37,2,121,0,F,MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE EDUCACAO,MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE EDUCACAO,2270000.0
